,ID,Titles,Date,Author,Technique,Height(cm),Width(cm),Series,Origin,Support
727,P000518,Adán recibiendo de Eva el Fruto Prohibido,Después de  1554,"Facchetti, Pietro",Óleo,174,130,,"Colección Real (Palacio del Buen Retiro, Madrid, 1701, s.n.; Buen Retiro, 1794, nº 819).",Lienzo
728,P000517,Formación de la Mujer (Creación de Eva),Después de  1554,"Facchetti, Pietro",Óleo,174,130,,"Colección Real (Palacio del Buen Retiro, Madrid, 1701, s.n.; Buen Retiro, 1794, nº 818).",Lienzo
729,P001517,Retrato de una mujer de 35 años,1555,"Floris, Frans",Óleo,72,56,,"Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, pieza donde está la cama de repuesto, 1746, nº 97; La Granja, trascuarto-pieza donde duerme el sumiller, 1766, nº 97; Palacio de Aranjuez, Madrid, pieza de cenar, 1794, nº 97; Aranjuez, sala de corte del rey, 1818, nº 97).",Tabla
730,P001516,Retrato de una mujer de 35 años,1555,"Floris, Frans",Óleo,71,55,,"Colección Real (Colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, 1746, nº96; Palacio de La Granja, Tras quarto Pieza en que duerme el Sumiller, 1766, nº96; Palacio de La Granja, pieza en que duerme el sumiller, 1774, nº96; Palacio de Aranjuez, Madrid, Pieza de Cenar, 1794, nº96; Palacio de Aranjuez, Sala de Corte del Rey, 1818, nº96; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Escuela Italiana Gran Galeria del Medio, 1834, nº746)",Tabla
731,P002118,Felipe II,1555 - 1558,"Moro, Antonio",Óleo,41,31,,"Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, retrete tercero donde está la chimenea, 1746, nº 34; La Granja, pieza del trascuarto que sirve a la marquesa González, 1766, nº 34; Palacio de Aranjuez, Madrid, pieza de tocador, 1794, nº 34; Sranjuez, tocador de la reina, 1818, nº 34).",Tabla
732,P001136,El príncipe don Carlos,1555 - 1559,"Sánchez Coello, Alonso",Óleo,109,95,,"Colección Real (Real Alcázar, Madrid, pieza de las Furias, 1636; colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, novena pieza que es salón, 1745, [¿nº 269?]; Quinta del duque del Arco, pieza octava que es salón, 1794, nº 192).",Lienzo
733,P001262,San Esteban ordenado como diácono,1555 - 1560,"Falcó, Onofre",Óleo,160,123,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_fe440e9d-0144-4c61-bea5-ee2bd209fd91_6116866a-e39d-4f14-aa91-9f9eb2e872cb"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Retablo de San Esteban, Iglesia de San Esteban, Valencia</dd>","Iglesia de San Esteban, Valencia; Colección Real (Palacio Real, Madrid, primera pieza de la librería por parte de la terraza, 1814-1818, s.n.).",Tabla
734,P000838,San Esteban en la sinagoga,1555 - 1562,"Juanes, Juan de",Óleo,160,123,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_1d4c555c-14d8-45a7-a716-4ff2ec224c49_4e12dbb0-d83b-4473-aa4f-63a45f929729"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Retablo de San Esteban, Iglesia de San Esteban, Valencia</dd>","Iglesia de San Esteban, Valencia; Colección Real (Palacio Real, Madrid, primera pieza de librería por parte de la terraza, 1814-1818, s.n.).",Tabla
735,P000839,San Esteban acusado de blasfemo,1555 - 1562,"Juanes, Juan de",Óleo,160,123,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_5c4521f9-ec56-4d32-ab1c-ff682e49d8c2_e9bcab0f-de86-44ca-bf08-02c9066ec2c3"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Retablo de San Esteban, Iglesia de San Esteban, Valencia</dd>","Iglesia de San Esteban, Valencia; Colección Real (Palacio Real, Madrid, primera pieza de la librería por parte de la terraza, 1814-1818, s.n.).",Tabla
736,P000840,San Esteban conducido al martirio,1555 - 1562,"Juanes, Juan de",Óleo,160,123,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_2f35775b-c8a8-445a-834e-6a5b5e535cf0_a875b19d-850e-4186-9a77-3f5fddf4b8d5"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Retablo de San Esteban, Iglesia de San Esteban, Valencia</dd>","Iglesia de San Esteban, Valencia; Colección Real (Palacio Real, Madrid, primera pieza de librería por parte de la terraza, 1814-1818, s.n.).",Tabla
737,P000841,Martirio de San Esteban,1555 - 1562,"Juanes, Juan de",Óleo,160,123,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_637be782-674b-47db-bd73-1789aecdd2d4_1a125315-3d8c-415b-98a4-44e68bde4f82"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Retablo de San Esteban, Iglesia de San Esteban, Valencia</dd>","Iglesia de San Esteban, Valencia; Colección Real (Palacio Real, Madrid, primera pieza de librería por parte de la terraza, 1814-1818, s.n.).",Tabla
738,P000842,Entierro de San Esteban,1555 - 1562,"Juanes, Juan de",Óleo,160,123,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_fc4f3975-176a-4729-97c0-eeab0fe9de72_c67909e0-6577-4934-bbdf-e8a340043c91"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Retablo de San Esteban, Iglesia de San Esteban, Valencia</dd>","Iglesia de San Esteban, Valencia; Colección Real (Palacio Real, Madrid, primera pieza de librería por parte de la terraza, 1814-1818, s.n.).",Tabla
739,P000846,La Última Cena,1555 - 1562,"Juanes, Juan de",Óleo,116,191,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_2800c04d-a3ad-41eb-a75b-fe359d7d1dde_e456bc5d-a731-4446-93cf-35ecb60e95b5"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Retablo de San Esteban, Iglesia de San Esteban, Valencia</dd>","Iglesia de San Esteban, Valencia; Colección Real",Tabla
740,P000439,"Cristo camino del Calvario,",Hacia  1560,"Tiziano, Vecellio di Gregorio",Óleo,98,116,,"Colección Real (Real Monasterio de El Escorial, Madrid)",Lienzo
741,P000447,Santa Catalina de Alejandría,Hacia  1560,"Tiziano, Vecellio di Gregorio",Óleo,135,98,,"Colección Real (Monasterio de El Escorial, 1593; Palacio Real del Buen Retiro, Madrid, pinturas recogidas de las Casas Arzobispales, 1747, nº 355; Buen Retiro, primera pieza-antetribuna, 1772, nº 355; Buen Retiro, 1794, nº 95; Monasterio de El Escorial, sacristía, 1839).",Lienzo
742,P000487,Retrato de Lavinia Vecellio (hija de Tiziano) por Veronés,Hacia  1560,"Tiziano, Vecellio di Gregorio",Óleo,117,92,,"Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº 383).",Lienzo
743,P000491,Lucas ,Hacia  1560,"Veronés, Paolo",Óleo,236,430,,"Colección Real (Real Alcázar, Madrid, salón de los espejos-cuartos principales, 1700, nº 13; Palacio del Buen Retiro, Madrid, pinturas recogidas de las Casas Arzobispales, 1747, nº 839; Palacio Real Nuevo, Madrid, pieza de dosel, 1794, s. n.; Palacio Real, Madrid, pieza de damas, 1814-1818, s.n.).",Lienzo
744,P000855,Los siete libros de Diana,Hacia  1560,"Juanes, Juan de",Óleo,105,80,,"Colección Real (Palacio Real, Madrid, 1814-1818, antecámara, nº 336).",Tabla
745,P001856,Paisaje con pastores,Hacia  1560,"Dalem, Cornelis van",Óleo,47,68,,Colección Real,Tabla
746,P002107,"otro retrato de cuerpo entero de Pejerón, un loco manco, vestido a la antigua. ",Hacia  1560,"Moro, Antonio",Óleo,"184,5","93,5",,"Colección Real (Real Alcázar, Madrid, Pinturas que estan colgadas en la Casa del Tesoro, 1600, s.n.; Real Alcázar, Escalera que va desde la galeria del cierzo al Cuarto Bajo y Bovedas de verano, 1636, s.n.; Real Alcázar, Escalera de la Galeria del Cierzo, 1666, s.n.; Real Alcázar, bóvedas que caen a la Priora-pasillos al pie de la escalera de la galería del Cierzo y la misma escalera, 1686, s.n.; Real Alcázar, Madrid, pasillos al pie de la escalera de la Galería del Cierzo, 1701-1703, s.n.; Palacio Nuevo, Madrid, Pieza interior, 1747, nº511; Palacio del Buen Retiro, Madrid, Galeria del Medio día, 1772, nº511; Palacio del Buen Retiro, Madrid, 1794, nº 911)",Lienzo
747,P002119,La dama de las cadenas de oro,Hacia  1560,"Moro, Antonio",Óleo,112,97,,"Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, novena pieza que es salón, 1745, [¿nº 262?]; Quinta del duque del Arco, pieza octava de salón, 1794, nº 223).",Lienzo
748,P000262,Un militar,Hacia  1560,"Moroni, Giovanni Battista",Óleo,119,91,,"Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº 402; Palacio Real, Madrid, secretaría de Estado, 1814-1818, nº 402).",Lienzo
749,P000016,Le Vite,1557,"Anguissola, Lucia",Óleo,96,76,,"Colección Real (Palacio Real Nuevo, Madrid, pieza interior triangulada, 1747, nº 383; Palacio del Buen Retiro, Madrid, cuarto del infante don Luis-pinturas apeadas, 1772, nº 383; Buen Retiro, 1794, nº 1287).",Lienzo
750,P008110,Retrato de anciano,1557 - 1558,"Anguissola, Sofonisba",Óleo,"77,7","61,4",,"Pietro Antonio Tolentino, 1568; colección del I Marqués de Leganés, 1637; colección conde de Altamira, 1753; colección José de Madrazo, 1856; colección marqués de Salamanca, 1868; adquirido por el Estado para el Museo del Prado en 2012",Lienzo
751,P000407,botega ,Hacia  1562,"Tiziano, Vecellio di Gregorio",Óleo,86,65,,"Colección Real (Real Alcázar, Madrid, pasillo de la mudita, 1701-1703, s.n.; Palacio Real Nuevo, Madrid, primera sala de la Furriera, 1747, nº 44; Palacio Real Nuevo, Madrid, antecámara de su majestad, 1772, ¿nº 42?; Palacio Real Nuevo, Madrid, pieza de comer, 1794, ¿nº 42?).",Lienzo
752,P000494,cenas,Hacia  1562,"Veronés, Paolo",Óleo,127,209,,Colección Real,Lienzo
753,P000943,misa de parida. ,Hacia  1562,"Morales, Luis de",Óleo,"146,5",116,,"Colección Real (Casita del Príncipe, h. 1795-1800).",Tabla
754,P000436,Oración en el huerto ,1558 - 1562,"Tiziano, Vecellio di Gregorio",Óleo,176,136,,"Colección Real (Real Monasterio de San Lorenzo, El Escorial-Madrid, Iglesia Vieja, 1837).",Lienzo
755,P000440,Entierro de Cristo ,1559,"Tiziano, Vecellio di Gregorio",Óleo,136,"174,5",,Colección Real,Lienzo
756,P001301,Retablo de La Anunciación,1559,"Correa de Vivar, Juan",Óleo,182,79,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_1fe67ceb-b5d6-4af4-ac60-2cae1a7a5fbd_154a48cc-3a15-476b-95b3-720d2e5140bd"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Tríptico de estación, claustro monasterio jerónimo de Guisando (Ávila)</dd>","Monasterio de jerónimos, Guisando (Ávila); Museo de la Trinidad, 1875.",Tabla
757,P001300,San Esteban,1559,"Correa de Vivar, Juan",Óleo,181,78,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_71cff54c-68c8-4be5-8704-15713fe411a8_75219ad9-65c9-4ba0-ad1b-86cced53e227"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Tríptico de estación, claustro monasterio jerónimo de Guisando (Ávila)</dd>","Monasterio de jerónimos, Guisando (Ávila); Museo de la Trinidad, 1875.",Tabla
758,P002828,San Esteban/Imposición de la casulla a San Ildefonso,1559,"Correa de Vivar, Juan",Óleo,225,146,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_88f0c430-0d2c-46b1-9ab6-f712457b7e20_f6d5dd6c-6b60-4a98-bf9a-d623efc4da6f"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Tríptico de estación, claustro monasterio jerónimo de Guisando (Ávila)</dd>","Monasterio de jerónimos, Guisando (Ávila); Museo de la Trinidad.",Tabla
759,P002112," El retrato del Renacimiento,",1560,"Moro, Antonio",Óleo,195,105,,"Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº 1100).",Lienzo
760,P000425,poesías,1560 - 1565,"Tiziano, Vecellio di Gregorio",Óleo,"129,8","181,2",,"Colección Real (Palacio Real Nuevo, Madrid, tercera pieza de la Furriera, 1747, nº 158; Palacio Real Nuevo, Madrid, estudio de Andrés de la Calleja, 1772, nº 36; Casa de Rebeque, Madrid, 1794, nº 158; Academia, Madrid, Sala Reservada, 1827, nº 51).",Lienzo
761,P007948,Sagrada Familia de la libélula,1560 - 1565,"Morales, Luis de",Óleo,38,28,,"Colección de la familia Garriga, antes de 1890, donde aún permanecía en 1983; adquirida por el Estado español y adscrita al Museo del Prado, 2006.",Tabla
762,P000427,Metamorfosis,Hacia  1565,"Tiziano, Vecellio di Gregorio",Óleo,253,217,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_68555098-f6fd-453f-ab0a-859385ce3b3a_d5773aef-6eef-424b-b6dc-c8da2ccbf7d7"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Las Furias, Gran Sala del Palacio de Binche, Bruselas</dd>","Colección Real (Real Alcázar, Madrid, salón de los espejos-cuartos principales, 1700, nº 3; Palacio Real Nuevo, Madrid, primera sala de la Furriera, 1747, nº 31; Palacio Real Nuevo, Madrid, antecámara de su majestad, 1772, nº 31; Palacio Real Nuevo, Madrid, antecámara, 1794, nº 31; Palacio Real, Madrid, antecámara, 1814-1818, nº 31).",Lienzo
763,P000438,Cristo camino del Calvario,Hacia  1565,"Tiziano, Vecellio di Gregorio",Óleo,67,77,,"Colección I Marqués de Leganés, 1652-55, nº 806; Colección Real (Real Alcázar, Madrid, Alcoba de la Galería del Mediodía, 1666, nº 614; Real Alcázar, Madrid, Alcoba de la Galería del Mediodía, 1686, nº 291; Real Alcázar, Madrid, Alcoba de la Galería del Mediodía, 1700, nº 101; Real Alcázar, Madrid, 1734, nº 367; Furriera Real, entre las obras que han pasado al Retiro, 1746, nº 367; Palacio del Buen Retiro, Madrid, cuarto del infante don Antonio, 1772, nº 367; Palacio Real Nuevo, Madrid, pieza de paso al dormitorio de la serenísima infanta-pieza de retrete, 1794, nº 816; Palacio Real, Sacristía de la Capilla de las Señoras Camaristas, 1826; Palacio Real, Sacristía de la Capilla de las Señoras Camaristas, nº 806, 1827).",Lienzo
764,P000445,il ritrattto di santa Margherita,Hacia  1565,"Tiziano, Vecellio di Gregorio",Óleo,209,183,,"Colección Real (Palacio del Buen Retiro, Madrid, pinturas recogidas de las Casas Arzobispales, 1747, nº 59; Palacio Real Nuevo, Madrid, paso de tribuna y trascuartos, 1772, nº 59; ¿Palacio Real, Madrid, pieza azul, 1814-1818, s.n.?).",Lienzo
765,P000941,"Y salió Jesús, llevando la corona de espinas y el manto púrpura. Y Pilatos les dijo: ¡He aquí el hombre! ",1560 - 1570,"Morales, Luis de",Óleo,73,"50,5",,"Colección Real (¿Palacio de El Pardo, Madrid, galería baja de su majestad, 1701, s.n.?; ¿El Pardo, pieza decimotercera u oratorio, 1747, nº 134?; El Pardo, oratorio de Señores Camaristas, 1827)",Tabla
766,P000944,Sagrada Familia de la libélula,Hacia  1565,"Morales, Luis de",Óleo,57,40,,"Colección Real (Palacio Real, Madrid, gabinete, 1814-1818, nº 175).",Tabla
767,P000946,La Virgen de la leche,Hacia  1565,"Morales, Luis de",Óleo,41,29,,"Adquisición a Adriano Rotondo y Nicolau, 1901",Tabla
768,P000948,Varón de Dolores,Hacia  1565,"Morales, Luis de",Óleo,71,49,,"Convento femenino no identificado (quizá las Benitas), Toledo; Valeriano Salvatierra, Madrid; Francisca Salvatierra Molero, hija y heredera de Valeriano Salvatierra y Barriales, Madrid; adquisición para el Museo Nacional de la Trinidad, 1862; despacho del Ministro de Fomento Antonio Aguilar y Correa (marqués de la Vega de Armijo, 1824-1908), 1862; Museo del Prado, 1872.",Tabla
769,P002096,Paisaje infernal,Hacia  1565,Anónimo,Óleo,49,64,,"Colección Real (Real Monasterio de El Escorial-Madrid, tercera pieza de taller, 1794, nº 74)",Tabla
770,P002512,AVE GRATIA PLENA. ,Hacia  1565,"Morales, Luis de",Óleo,109,83,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_4e618b5f-9fcc-450a-aac6-e8741ff63b6c_5adf459c-ef74-4694-88da-4db22c045c44"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Colección León Adolfo Laffitte</dd>","León Adolfo Laffitte Maurin (1809-1876); por herencia a Xavier Laffitte y Charlesteguy; donado por éste al Museo del Prado, 1930.",Tabla
771,P002656,doméstico ,Hacia  1565,"Morales, Luis de",Óleo,84,64,,"Colección particular, Ávila, hasta finales del siglo XIX o principios del XX; adquirida por Pablo Bosch; ingresó en el Museo del Prado como parte del legado Pablo Bosch y Barrau, 1916",Tabla
772,P000942,La Virgen de los Dolores,1560 - 1570,"Morales, Luis de",Óleo,73,"50,5",,"Colección Real (¿Palacio de El Pardo, Madrid, galería baja de su majestad, 1701, s.n.?; ¿El Pardo, pieza decimotercera u oratorio, 1747, nº 135?; El Pardo, oratorio de Señores Camaristas, 1827)",Tabla
773,P000295,Diego Hurtado de Mendoza (¿?),1560 - 1600,Anónimo,Óleo,45,33,,"Colección Real (Palacio de Aranjuez, Madrid). Ingresó en el Museo en 1848.",Tabla
774,P001031,trompe l’oleil,1561 - 1565,"Anguissola, Sofonisba",Óleo,206,123,,"Colección Real (Madrid, Palacio del Buen Retiro, nº 928; ingresa en el Museo en 1845 procedente de El Escorial)",Lienzo
775,P000947,San Juan Bautista,Hacia  1566,"Morales, Luis de",Óleo,"52,3",40,,"Colección de Luisa Enríquez y Valdés, 1891-1896; ingresa en el Museo del Prado como parte del legado de Luisa Enríquez y Valdés, 1896.",Tabla
776,P000950,San Juan de Ribera,Hacia  1566,"Morales, Luis de",Óleo,47,34,,"Colección de Luisa Enríquez y Valdés, 1891-1896; ingresa en el Museo del Prado como parte del legado de Luisa Enríquez y Valdés, 1896.",Tabla
777,P008211,El Calvario,Hacia  1566,"Morales, Luis de",Óleo,"165,2",138,,"Colección de Gaspar de Remisa Miarons, I marqués de Remisa, 1846; colección de Bonaventura Grases i Hernández, Barcelona, al menos desde 1917; pasa más tarde a la familia Salvans Piera; colección Plácido Arango Arias, desde 1990; donación Plácido Arango Arias, 2015.",Tabla
778,P008212,El Calvario,Hacia  1566,"Morales, Luis de",Óleo,"167,7","125,4",,"Colección de Gaspar de Remisa Miarons, I marqués de Remisa, 1846; colección de Bonaventura Grases i Hernández, Barcelona, al menos desde 1917; pasa más tarde a la familia Salvans Piera; colección Plácido Arango Arias, desde 1990; donación Plácido Arango Arias, 2015.",Tabla
779,P000059,"Guía de la pintura italiana del Renacimiento, ",Hacia  1566,"Campi, Antonio",Óleo,183,122,,"Colección del marqués Serra di Cassano, hasta 1664; Colección Real (Monasterio de El Escorial, Madrid, Sala de Capítulos Vicarial, 1664-1839).",Tabla pasada a lienzo
780,P008266,Mujer en el baño,Hacia  1566,"Clouet, François",Óleo,"92,4",70,,"Castillo de Chenonceaux (Francia), hasta 1888; adquirida por Manuel Ortiz de Zevallos, siglo XIX; colección particular (Madrid); adquirida por el Museo del Prado con fondos del legado de Carmen Sánchez García, 2017",Tabla de madera de roble
781,P001393,El triunfo de la Muerte,1562 - 1563,"Bruegel el Viejo, Pieter",Óleo,117,162,,"Colección Vespasiano Gonzaga, duque de Sabbioneta, Sabbioneta, hasta 1591; col. Isabella Gonzaga, duquesa de Sabbioneta, Sabbioneta, ¿Milán? y Nápoles, hasta 1637; col. Anna Carraffa, princesa de Stigliano, Nápoles, hasta 1644; colección Ramiro Núñez de Guzmán, II duque de Medina de las Torres, Nápoles, 1644-1655 y Madrid, 1655-1668; adquisición por la reina Isabel Farnesio entre 1746-1759, entre las pinturas incorporadas a La Granja tras la realización del inventario de 1746 y la partida de la Reina a Madrid en 1759; Colección Real (colección Isabel Farnesio, Segovia, Palacio Real de La Granja de San Ildefonso, Cuarto bajo-pieza segunda, 1766, [s. nº.]; La Granja, Pinturas sin número, 1774 [s. nº.]; La Granja, Pinturas sin número, 1794, [s. nº.]; La Granja, Pinturas sin número, 1814, [s. nº.]; ingresó en el Museo del Prado, procedente de La Granja, en 1827).",Tabla
782,P007859,El Nacimiento de la Virgen,1562 - 1567,"Morales, Luis de",Óleo,"69,2","93,2",,"Colección particular, Gran Bretaña; adquirido por el Estado en Sotheby’s Londres, 10 de julio de 2003 y adscrito al Museo del Prado",Tabla
783,P001012,arreglos ,Hacia  1567,"Navarrete ""el Mudo"", Juan Fernández",Óleo,"48,5",37,,Colección Real,Tabla
784,P002073,"El retrato del Renacimiento, ",Hacia  1567,"Cronenburch, Adriaen van",Óleo,107,79,,"Colección Real (Palacio Real Nuevo, Madrid, pinturas que quedaron sin colgar en la última pieza de la Furriera, 1747, nº 620).",Tabla
785,P002116,Dama con cruz al cuello,Hacia  1567,"Moro, Antonio",Óleo,94,76,,"Colección Real (Palacio de Aranjuez, Madrid, sexta pieza del cuarto del príncipe, 1818, nº 269).",Lienzo
786,P000028,La fornace ardente,Hacia  1568,"Bassano, Jacopo",Óleo,149,233,,"Colección Real (Palacio Real Nuevo, Madrid, tercera pieza de la Furriera, 1747, nº 151; Palacio Real Nuevo, Madrid, cuarto de la serenísima infanta-dormitorio, 1794, nº 151; Palacio Real, Madrid, dormitorio de príncipes-pieza segunda de amarillo, 1814-1818, nº 151).",Lienzo
787,P002221,Retrato de caballero vestido de negro,1564,Anónimo,Óleo,72,62,,"Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, decimotercera pieza de verano, 1745, [¿nº 420?]; Quinta del duque del Arco, pieza duodécima, 1794, nº 378).",Lienzo
788,P007024,Mercado,1564,"Beuckelaer, Joachim",Óleo,137,197,,"Adquisición, 1985.",Tabla
789,P001036,auctoritas regia,1565; 1573 (Retocado en esta fecha),"Anguissola, Sofonisba",Óleo,88,72,,"Colección Real (Real Alcázar, Madrid, pieza tercera del pasadizo, 1636, s.n.; ¿Palacio del Buen Retiro, Madrid, galería del mediodía, 1772, nº 364?; Buen Retiro, 1794, nº 288).",Lienzo
790,P002114,Retrato de mujer sentada,1565,"Moro, Antonio",Óleo,100,80,,"Colección Real (Real Alcázar, Madrid, Galeria del Cierzo, 1666, s.n.; Real Alcázar, Galeria del Cierzo, 1686, s.n.; Real Alcázar, Galeria del Cierzo, 1701-1703, nº200; Real Alcázar, Pinturas que estan en las Bobedas de Palacio, 1734, nº216; Palacio Nuevo, Madrid, Primera sala de la Furriera, 1747, nº 59; Palacio Nuevo, Antecámara de S.M., 1772, nº58; Palacio Nuevo, Pieza de comer, 1794, nº59; Palacio Nuevo, Pieza de comer, 1814-1818, nº59)",Tabla
791,P006393,Pareja de aldeanos en el mercado,1565,"Aertsen, Pieter",Óleo,168,76,,"Adquisición, 1981",Tabla
792,P002513,sfumato,1565 - 1570,"Morales, Luis de",Óleo,42,30,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_58803f48-3ae7-40ce-9811-ee3e878f1a81_d39c06f0-d64e-4f58-86ce-78988067c155"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Colección León Adolfo Laffitte</dd>","León Adolfo Laffitte Maurin (1809-1876); por herencia a Xavier Laffitte y Charlesteguy; donado por éste al Museo del Prado, 1930.",Tabla
793,P007622,"La Adoración de los pastores,",1565 - 1570,"Morales, Luis de",Óleo,"98,9","166,6",,"Adquisición Fondos Legado Villaescusa, 1992.",Tabla
794,P007690,La Adoración de los Reyes Magos,1565 - 1570,"Morales, Luis de",Óleo,100,"167,1",,"Adquisición Fondos Legado Villaescusa, por dación como pago de impuestos de Fervisa, 1994",Tabla
795,P000042,"Volvió a salir Pilato y les dijo: Mirad, os lo traigo fuera para que sepáis que no encuentro ningún delito en él. Salió entonces Jesús fuera llevando la corona de espinas y el manto de púrpura. Díceles Pilato: Aquí tenéis al hombre",1565 - 1570,"Tiziano, Vecellio di Gregorio",Óleo,"100,5","100,8",,"Colección Real (Real Monasterio de El Escorial, Madrid, Sala Prioral)",Lienzo
796,P000523,"Pintura española del Románico al Renacimiento,",Hacia  1570,"Vallejo Cósida, Jerónimo Vicente",Óleo,61,47,,"Colección Real (colección Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, pieza de la chimenea junto al tocador, 1746, nº 548; La Granja, pieza cuadrada inmediata al dormitorio, 1766, nº 548; La Granja, 1794, nº 548; La Granja, 1814-1818, nº 548).",Tabla
797,P000848,Ecce Homo,Hacia  1570,"Juanes, Juan de",Óleo,83,62,,"Colección Real (Aranjuez, Palacio Real, Oratorio pequeño del Rey, 1818, s/n)",Tabla de madera de pino
798,P002511,El retrato español en el Prado. Del Greco a Goya,Hacia  1570,"Sánchez Coello, Alonso",Óleo,41,"32,5",,"Adquirido por el Museo del Prado a los herederos de don Antonio Vives, 1926.",Tabla
799,P003147,Virgen del sombrero,Hacia  1570,"Morales, Luis de",Óleo,73,55,,"Propiedad de Carlos Jiménez Díaz, al menos desde 1958; legado al Museo del Prado por su viuda, María Concepción de Rábago y Fernández, 1969.",Tabla
800,P003524,La mujer entre las dos edades (Los anteojos),Hacia  1570,Anónimo,Óleo,76,108,,"Adquisición a Nicolás Cortés Oliver, Madrid, 1978",Tabla
801,P007714,Piedad,Hacia  1570,"Morales, Luis de",Óleo,84,131,,"Jaime Lameyer, Madrid, 1917; Gomensoro e Hijos, Montevideo (Uruguay), 1996; adquirido por el Estado con destino al Museo del Prado, 1996.",Tabla
802,P007772,rey de los judíos,Hacia  1570,El Greco,Óleo,"15,9","21,6",,"Colección de Gaspar de Haro y Guzmán, VII marqués del Carpio y Heliche; probablemente en la colección de la casa de Alba; colección AntoniGorostiza, 1904-ca. 1926; ¿colección Thomas Andrews, Londres?; vendido por Mrs. Marie Sterner en 1929 a Agnew, Nueva York y comprado ese año por el barón Robert von Hirsch, Basilea; vendido en Sotheby's Parke Bernet, Londres, 21 de junio de 1978 (lote n.º 115); comprado por el Estado español en Christie's, Londres, 13 de diciembre de 2000 (lote n.º 71); adscrito al Museo del Prado, 2001.",Tabla de madera de pino
803,P008209,Calvario,Hacia  1570,"Campaña, Pedro de",Óleo,"24,3","20,6",,"Amadeus Société Anonyme, Vaduz; colección Plácido Arango Arias; donación Plácido Arango Arias, 2015.",Tabla de madera de roble
804,P000021,bottega,Hacia  1570,"Bassano, Francesco",Óleo,191,287,,"Colección Real (Palacio del Buen Retiro, Madrid, pinturas recogidas de las Casas Arzobispales, 1747, nº 634; ¿Palacio Real Nuevo, Madrid, cuarto de la serenísima infanta-dormitorio, 1794, nº 634?; ¿Palacio Real, Madrid, pieza encarnada, 1814-1818, nº 634?).",Lienzo
805,P000022,Génesis,Hacia  1570,"Bassano, Jacopo",Óleo,207,265,,"Colección Real (Palacio del Buen Retiro, Madrid, pinturas recogidas de las Casas Arzobispales, 1747, nº 634; Palacio Real Nuevo, Madrid, antecámara de su Majestad, 1772, nº 634; Palacio Real Nuevo, Madrid, cuarto de la serenísima infanta-dormitorio, 1794, nº 634; Palacio Real, Madrid, pieza encarnada, 1814-1818, nº 634).",Lienzo
806,P000029,Lucas,Hacia  1570,"Bassano, Leandro",Óleo,150,202,,"Regalado a Felipe IV por Ramiro Núñez de Guzmán, II duque de Medina de las Torres;  Colección Real (Real Alcázar, Madrid, pieza segunda sobre el cuarto de Órdenes, 1636, s.n.; Palacio Real Nuevo, Madrid, primera sala de la Furriera, 1747, nº 34; Palacio Real Nuevo, Madrid, antecámara de su majestad, 1772, nº 33; Palacio Real Nuevo, Madrid, cuarto de la serenísima infanta-dormitorio, 1794, nº 33; Palacio Real, Madrid, dormitorio de príncipes-habitación del infante don Carlos, 1814-1818, nº 33).",Lienzo
