,ID,,Titles,Date,Author,Technique,Height(cm),Width(cm),Origin,Support
2015,P002595,31,"Juan Bautista Maíno: 1581-1649,",1618 - 1623,"Maíno, Fray Juan Bautista",Óleo,96,76,"Madrid, Galería del infante D. Sebastián Gabriel de Borbón, hasta 1835; Madrid, Museo Nacional de la Trinidad, hasta 1861; devuelto al infante Sebastián Gabriel de Borbón, 1861; Alfonso de Borbón y Borbón, 1887-1934; pasó a su sobrina, casada con Cristóbal Colón, duque de Veragua, Madrid, 1936; adquirido para el Museo del Prado con fondos del legado conde de Cartagena, 1936.",Lienzo
2016,P000212,28,El Apóstol Santiago El Mayor,1618 - 1623,"Reni, Guido",Óleo,135,89,"Colección Real (colección Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, 1746, nº 318; La Granja, cuarto del rey-piezas que ocupa la señora infanta, 1766, nº 318; Palacio de Aranjuez, Madrid, pieza del oratorio y otras sueltas, 1794, nº 318; Palacio Real, Madrid, cuarto del infante don Francisco-primera pieza, 1814-1818, nº 318).",Lienzo
2017,P003044,20,San Juan Evangelista,1618 - 1624,"Ribalta, Juan",Óleo,182,113,"Adquisición a Luis de Soloaga, 1961.",Lienzo
2018,P001224,20,Retrato De Caballero,Hacia  1623,"Velázquez, Diego Rodríguez de Silva y",Óleo,"55,5",38,Colección Real,Lienzo
2019,P001519,21,La Sentencia De Jesús,Hacia  1623,"Francken II, Frans",Óleo,57,80,Colección Real,Tabla
2020,P001592,25,Paisaje De Mar Y Montañas,Hacia  1623,"Momper II, Joost de",Óleo,174,256,"Colección Real (Palacio de El Pardo, Madrid; Palacio de Buen Retiro, Madrid, pieza antelibrería, 1772, nº 923; Palacio del Buen Retiro, 1794, nº 30).",Lienzo
2021,P001166,28,Adoración De Los Reyes Magos,1619,"Velázquez, Diego Rodríguez de Silva y",Óleo,203,125,"Colección Real (Noviciado de jesuitas de San Luis, Sevilla, capilla de los novicios, 1746; Reales Alcázares, Sevilla, Academia de Nobles Artes, post. 1767; Madrid, 1807).",Lienzo
2022,P006206,33,Perspectiva Interior De San Pedro,1619,Anónimo,Óleo,173,249,"Colección Real (¿Palacio del Buen Retiro, Madrid, 1701, [nº 75]?).",Lienzo
2023,P007943,17,Cabeza De Apóstol,1619 - 1620,"Velázquez, Diego Rodríguez de Silva y",Óleo,38,29,"Colección Casa Torres, Madrid, 1914-2006; adquirida por el Estado con destino al Museo del Prado, 2006.",Lienzo
2024,P002129,27,Bosque Con Ninfas Bañándose,Hacia  1624,"Poelenburch, Cornelis van",Óleo,44,56,"Colección Real (Alcázar, Madrid, 1734; Palacio Real, Madrid, 1772 y 1794; Palacio Real, Madrid, dormitorio de príncipes-pieza octava, 1814-1818, s.n.).",Lámina de cobre
2025,P002873,36,Satiabor Dum Gloria... Ficatus Verit,1620,"Velázquez, Diego Rodríguez de Silva y",Óleo,160,110,"Real Monasterio de Santa Isabel de los Reyes, Toledo; adquirido para el Museo del Prado, 1944.",Lienzo
2026,P002976,67,Pintura Holandesa En El Museo Nacional Del Prado. Catálogo Razonado,1620,"Mierevelt, Michiel Jansz. Van",Óleo,63,51,"Barón Willem F. E. van Aerssen Beijeren van Voshol, 1914; su sobrino, Barón van Aerssen Beijeren, 1934; adquirido para el Museo, a Félix de Setmenat y Güell, marqués de Castellsdosrius, 1953.",Lienzo
2027,P001440,19,La Vida En El Campo,1620 - 1622,"Brueghel el Viejo, Jan",Óleo,166,168,Colección Real,Lienzo
2028,P001546,12,Metamorfosis,1620 - 1623; 1640 - 1650,"Jordaens, Jacques",Óleo,"152,3","240,5","Colección Real (Colección Isabel Farnesio, Palacio Real de La Granja, Segovia, dormitorio de sus Majestades, 1746, nº 2; La Granja, dormitorio, 1766, nº 2; Palacio Real de Aranjuez, Madrid, pieza de música, 1794, nº 2).",Lienzo
2029,P000354,19," Il Prete Genovese,",1620 - 1625,"Strozzi, Bernardo",Óleo,168,118,"Colección Real (colección Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, 1746, nº 1094; La Granja, dormitorio de sus altezas, 1766, nº 1094; Palacio de Aranjuez, Madrid, pieza en que está el oratorio, 1794, nº 1094; Aranjuez, oratorio de la reina, 1818, nº 1094).",Lienzo
2030,P001017,7,Génesis,1620 - 1625,"Orrente, Pedro de",Óleo,116,209,"Colección Real (Palacio del Buen Retiro, Madrid, pinturas recogidas de las Casas Arzobispales, 1747, nº 205; Buen Retiro, 1794, nº 205).",Lienzo
2031,P001635,23,El Charlatán Sacamuelas,1620 - 1625,"Rombouts, Theodoor",Óleo,118,223,"Colección Real (Palacio de El Pardo, Madrid; Palacio Real Nuevo, Madrid, antecámara de la serenísima infanta, 1772, nº 938; Palacio Real Nuevo, Madrid, pieza de librería de Apolo, 1794, nº 938; Palacio Real, Madrid, dormitorio de príncipes-pieza primera, 1814-1818, nº 938).",Lienzo
2032,P001884,94,El Siglo De Rubens En El Museo Del Prado: Catálogo Razonado De Pintura Flamenca Del Siglo Xvii,1620 - 1625,"Brueghel el Joven, Jan",Óleo,48,86,"Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, pieza donde está la cama de repuesto, 1746, nº 352; La Granja, pieza de la tribuna, 1766, nº 352; Palacio de Aranjuez, Madrid, pieza en que el rey duerme la siesta, 1794, nº 352; Aranjuez, sala de corte del rey, 1818, nº 352).",Tabla
2033,P000830,27,Entierro Del Señor De Orgaz,Hacia  1625,Anónimo,Óleo,188,248,"Casa profesa de la Compañía de Jesús, Toledo, hasta 1774; Real Academia de Bellas Artes de San Fernando, Madrid, 1774-1901.",Lienzo
2034,P001065,32,El Arte En La España Del Quijote,Hacia  1625,"Ribalta, Juan",Óleo,66,102,Colección Rea,Lienzo
2035,P001402,56,La Belleza Cautiva. Pequeños Tesoros Del Museo Del Prado,Hacia  1625,"Brueghel el Joven, Jan",Óleo,40,58,"Colección Real (Real Alcázar, Madrid, Pinturas que se llevaron a la armería, 1734, nº 149; Palacio del Buen Retiro, Madrid, 1746, nº149; Palacio Nuevo, Madrid, Quarto del Infante Don Xavier, 1772, nº149; Palacio Nuevo, Segundo Gabinete, 1794, s.n.; ¿Palacio Nuevo, primer gabinete entrando por la pieza de vestir, 1814-1818, s.n.?; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Sala Reservada, 1834, nº15)",Lámina de cobre
2036,P001494,13,Santa Rosalía,Hacia  1625,"Dyck, Anton van",Óleo,106,81,"Giovan Francesco Serra di Cassano, Génova y Nápoles, 1609-1656; adquirida por Felipe IV, 1664; Colección Real (Real Monasterio de San Lorenzo, El Escorial-Madrid, Capítulo del Vicario, Descripción del Padre Santos, 1667, 1681, 1698; Real Monasterio de San Lorenzo, Capitulo Vicarial, Descripción de A. Ponz, 1773; Real Academia de Bellas Artes de San Fernando, Razón de los quadros que se han trasladado del exconvento del Rosario a la Real Academia de San Fernando, 1813, nº99; Real Monasterio de San Lorenzo, Cuadros de la Sala Vicarial, Descripción de B. Bermejo, 1820; Museo Real de Pinturas, Madrid, Cuadros del Real Monasterio de El Escorial remitidos al Director General del Real Museo de Pinturas, 1839, cajón nº12 nº38)",Lienzo
2037,P001645,42,Acto De Devoción De Rodolfo I De Habsburgo,Hacia  1625,"Rubens, Pedro Pablo",Óleo,199,286,"Colección Real (Real Alcázar, Madrid, Pieza en que duerme su magd. en el quarto bajo de verano, 1636, s.n.; Real Alcázar, Otra pieza donde murio su Magd. de Phe., 1666, nº68; Real Alcázar, Pieza donde S.M. dormia, 1686, s.n.; Real Alcázar, Pieza donde S.M. dormia, 1701-1703, nº339; Real Alcázar, Pinturas que se llevaron a la casa donde vivio el Marques de Bedmar, 1734, nº841; Palacio Nuevo, Madrid, Paso de tribuna y trascuartos, 1772, nº841; Palacio Nuevo, Pieza de trucos, 1794, nº810; Palacio Nuevo, Pieza de trucos, 1814-1818, nº810; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Salón 1º Escuela Holandesa, 1834, nº185)",Lienzo
2038,P001675,14,La Diosa Flora,Hacia  1625,"Rubens, Pedro Pablo",Óleo,167,95,"Colección Real (Real Alcázar, Madrid, pieza donde Su Majestad tenía el despacho, 1666; Real Alcázar, Madrid, pieza del despacho de verano en cuyo techo está pintado Apolo, 1686; Real Alcázar, Madrid, pieza del despacho de verano en cuyo techo está pintado Apolo, 1700, nº 278; Real Alcázar, Madrid, cuarto nuevo de la Reina, 1703, s. n.; Palacio del Buen Retiro, Madrid)",Lienzo
2039,P001696,37,El Encuentro De Abraham Y Melquisedec,Hacia  1625,"Rubens, Pedro Pablo",Óleo,"65,5",68,"Colección de Gaspar de Haro y Guzmán, VII marqués del Carpio, 1677; Colección Real (adquisición de Carlos II, 1689; Casa de Campo, Madrid, Galería del jardín, pieza oscura que sale a la escalera y alcoba de su majestad, 1701, nº 22, 23 y 77; Real Alcázar, Madrid, cuarto nuevo de la Reina, 1703, s.n.; Real Alcázar, Madrid, Pinturas que se llevaron a la casa donde vivio el Marques de Bedmar, 1734, nº 1097; Palacio del Buen Retiro, Madrid, Pinturas entregadas en dhas. Casas Arzobispales a Dn. Santiago Bonabia, 1747, nº 1097; Palacio Nuevo, Madrid, Paso de tribuna y trascuartos, 1772, nº966; Palacio Nuevo, Cuarto del Principe. Oratorio, 1794, nº 966; Palacio Nuevo, Pieza de oratorio y dormitorio de príncipes-pieza quinta, 1814-1818, nº 966; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Deposito Grande Escuela Flamenca Deposito Entresuelo, 1834, nº966)",Tabla
2040,P001700,26,El Triunfo Del Amor Divino,Hacia  1625,"Rubens, Pedro Pablo",Óleo,"65,5","66,5","Colección de Gaspar de Haro y Guzmán, VII marqués del Carpio, 1677; Colección Real (adquisición de Carlos II, 1689; Casa de Campo, Madrid, galería del jardín, pieza oscura que sale a la escalera y alcoba de su majestad, nº 22, 23 y 77; Real Alcázar, Madrid, cuarto nuevo de la Reina, 1703, s.n.; Real Alcázar, Madrid, Pinturas que se llevaron a la casa donde vivió el marqués de Bedmar, 1734, nº 1097; Palacio del Buen Retiro, Madrid, Pinturas enttregadas en dhas. Casas Arzobispales a Dn. Santiago Bonabia, 1747, nº 1097; Palacio Nuevo, Madrid, paso de tribuna y trascuartos, 1772, nº 966; Palacio Nuevo, Pieza del oratorio, 1794, nº 966; Palacio Nuevo, pieza de oratorio y dormitorio de príncipes-pieza quinta, 1814-1818, nº 966; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Deposito Grande Escuela Flamenca Deposito Entresuelo, 1834, nº 966)",Tabla
2041,P002759,33,Los Santos Médicos Cosme Y Damián,1620 - 1630,"Caracciolo, Gian Battista",Óleo,96,121,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Lienzo
2042,P003180,28,Adoración De Los Reyes Magos,Hacia  1625,"Cajés, Eugenio",Óleo,195,100,Museo de la Trinidad,Lienzo
2043,P003242,32,El Arte En La España Del Quijote,1620 - 1630,"Orrente, Pedro de",Óleo,45,36,"Donación Basilio Alexiades Thymanakis, 1975",Lienzo
2044,P003794,22,Sansón Y Los Filisteos,Hacia  1625,"Procaccini, Giulio Cesare",Óleo,263,263,"Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº 343).",Lienzo
2045,P004158,56,"El Bodegón Español En El Prado. De Van Der Hamen A Goya,",Hacia  1625,"Hamen y León, Juan van der",Óleo,"228,5","100,5","Colección Real (Palacio Real Nuevo, Madrid, pieza interior triangulada, 1747, nº 456; Palacio del Buen Retiro, Madrid, piezas que siguen al casón, 1772, nº 456; Buen Retiro, 1794, nº 445).",Lienzo
2046,P006413,56,"El Bodegón Español En El Prado. De Van Der Hamen A Goya,",Hacia  1625,"Hamen y León, Juan van der",Óleo,"228,5","100,5","Colección Real (Palacio Real Nuevo, Madrid, pieza interior triangulada, 1747, nº 455; Palacio del Buen Retiro, Madrid, piezas que siguen al casón, 1772, nº 455; Buen Retiro, 1794, nº 450).",Lienzo
2047,P007613,15,Riña De Músicos,1620 - 1630,"La Tour, Georges de",Óleo,86,"62,5","Christie's, Londres; adquirido para el Museo del Prado, con fondos del legado Villaescusa, 1992.",Lienzo
2048,P008150,25,Las Lágrimas De San Pedro,1620 - 1630,Anónimo,Óleo,"103,5","83,5","Colección Amesti Mendizábal; adquirido por el Estado con destino al Museo del Prado, 2013.",Lienzo
2049,P000127,17,La Caridad Romana,1620 - 1630,"Crayer, Gaspar de",Óleo,198,144,"Colección Real (colección Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, pieza donde se decía misa antiguamente, 1746, nº 745; La Granja, pieza tercera de azulejos, 1766, nº 745; Palacio de Aranjuez, Madrid, pieza de cenar, 1794, nº 745; Aranjuez, sala de corte del rey, 1818, nº 745).",Lienzo
2050,P000129,14,La Flagelación,Hacia  1625,"Crespi, Daniele",Óleo,129,100,"Colección del marqués de Serra hasta 1656. Colección Real (adquirida por Felipe IV en 1664; Monasterio de El Escorial, Madrid, desde 1667 hasta que ingresa en el museo)",Tabla
2051,P002965,32,El Arte En La España Del Quijote,Hacia  1625,"Ribalta, Juan",Óleo,66,102,Colección Real,Lienzo
2052,P001695,31,Los Defensores De La Eucaristía,Hacia  1625,"Rubens, Pedro Pablo",Óleo,"65,5",68,"Colección de Gaspar de Haro y Guzmán, VII marqués del Carpio, 1677; Colección Real (adquisición de Carlos II, 1689; Casa de Campo, Madrid, galería del jardín, pieza oscura que sale a la escalera y alcoba de su majestad, 1701, nº 22, 23 y 77; Real Alcázar, Madrid, cuarto nuevo de la Reina, 1703, s.n.; Real Alcázar, Madrid, Pinturas que se llevaron a la casa donde vivió el Marqués de Bedmar, 1734, nº 1097; Palacio del Buen Retiro, Madrid, Pintura enttregadas en dhas. Casas Arzobispales a Dn. Santiago Bonabia, 1747, nº 1097; Palacio Nuevo, Madrid, paso de tribuna y trascuartos, 1772, nº 966; Palacio Nuevo, Pieza del oratorio, 1794, nº 966; Palacio Nuevo, pieza de oratorio y dormitorio de príncipes-pieza quinta, 1814-1818, nº 966; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Deposito grande Escuela Flamenca Deposito Entresuelo, nº 966)",Tabla
2053,P001697,41,La Victoria De La Verdad Sobre La Herejía,Hacia  1625,"Rubens, Pedro Pablo",Óleo,"64,5","90,5","Colección de Gaspar de Haro y Guzmán, VII marqués del Carpio, 1677; Colección Real (adquisición de Carlos II, 1689; Casa de Campo, Madrid, Galería del jardín, Pieza oscura que sale a la escalera y alcoba de su majestad, 1701, nº 22, 23 y 77;  Real Alcázar, Madrid, cuarto nuevo de la Reina, 1703, s.n.; Real Alcázar, Madrid, Pinturas que se llevaron a la casa donde vivió el marqués de Bedmar, 1734, nº 1097; Palacio del Buen Retiro, Madrid, Pinturas enttregadas en dhas. Casas Arzobispales a Dn. Santiago Bonabia, 1747, nº1097; Palacio Nuevo, Madrid, Paso de tribuna y trascuartos, 1772, nº966; Palacio Nuevo, Pieza del oratorio y dormitorio, 1794, nº 966 y 966[dupl.]; Palacio Nuevo, Pieza de oratorio y dormitorio de príncipes-pieza quinta, 1814-1818, nº 966; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Deposito Grande Escuela Flamenca Deposito Entresuelo, 1834, nº966)",Tabla
2054,P001698,24,El Triunfo De La Iglesia,Hacia  1625,"Rubens, Pedro Pablo",Óleo,"63,5",105,"Colección de Gaspar de Haro y Guzmán, VII marqués del Carpio, 1677; Colección Real (adquisición de Carlos II, 1689; Casa de Campo, Madrid, Galería del jardín, Pieza oscura que sale a la escalera y alcoba de su majestad, 1701, nº 22, 23 y 77; Real Alcázar, Madrid, cuarto nuevo de la Reina, 1703, s.n.; Real Alcázar, Madrid, Pinturas que se llevaron a la casa donde vivio el marques de Bedmar, 1734, nº1097; Palacio del Buen Retiro, Madrid, Pinturas enttregadas en dhas. Casas Arzobispales a Dn. Santiago Bonabia, 1747, nº1097; Palacio Nuevo, Madrid, Paso de tribuna y trascuartos, 1772, nº966; Palacio Nuevo, Pieza del oratorio, 1794, nº 966; Palacio Nuevo, Pieza de oratorio y dormitorio de príncipes-pieza quinta, 1814-1818, nº 966; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Deposito Grande Escuela Flamenca Depostio Entresuelo, 1834, nº966)",Tabla
2055,P001699,47,La Victoria De La Eucaristía Sobre La Idolatría,Hacia  1625,"Rubens, Pedro Pablo",Óleo,65,91,"Colección de Gaspar de Haro y Guzmán, VII marqués del Carpio, 1677; Colección Real (adquisición de Carlos II, 1689; Casa de Campo, Madrid, Galería del jardín, Pieza oscura que sale a la escalera y alcoba de su majestad, 1701, nº 22, 23 y 77; Real Alcázar, Madrid, cuarto nuevo de la Reina, 1703, s.n.; Real Alcázar, Madrid, Pinturas que se llevaron a la casa donde vivio el marques de Bedmar, 1734, nº1097; Palacio del Buen Retiro, Madrid, Pinturas enttregadas en dhas. Casas Arzobispales a Dn. Santiago Bonabia, 1747, nº1097; Palacio Nuevo, Madrid, Paso de tribuna y trascuartos, 1772, nº966; Palacio Nuevo, Pieza del oratorio, 1794, nº 966; Palacio Nuevo, Pieza de oratorio y dormitorio de príncipes-pieza quinta, 1814-1818, nº 966; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Deposito Grande Escuela Flamenca Deposito Entresuelo, 1834, nº966)",Tabla
2056,P001549,15,Jardin D´Amour.,1621 - 1622,"Jordaens, Jacques",Óleo,181,187,"Colección Real (colección Felipe V, Palacio de La Granja de San Ildefonso, Segovia, 1727; col. Felipe V, La Granja, dormitorio de sus majestades, 1746, nº 439; Palacio de Aranjuez, Madrid, pieza de la misa, 1794, nº 439; Aranjuez, cuarta pieza del cuarto del príncipe, 1818, nº 439).",Lienzo
2057,P001406,94,El Siglo De Rubens En El Museo Del Prado. Catálogo Razonado De Pintura Flamenca Del Siglo Xvii,Hacia  1626,"Brueghel el Joven, Pieter",Óleo,57,88,"Colección Real (Testamentaría del infante don Luis, 1787; adquirido por Carlos IV; Casita del Príncipe, El Escorial-Madrid, h. 1801, nº 330; Palacio Real, Madrid, secretaría de Hacienda, 1814-1818, nº 330)",Lámina de cobre
2058,P007065,24,"El Prado En El Ermitage,",Hacia  1626,"Hamen y León, Juan van der",Óleo,"122,5",87,"En la colección Duquesa de Almazán, 1939; Donación de la Fundación de Amigos del Museo del Prado y la Fundación Bertrán, 1986.",Lienzo
2059,P001164,20,Bodegón De Cacharros,1622,"Hamen y León, Juan van der",Óleo,52,88,"Colección Real (Palacio del Buen Retiro, Madrid, 1701, s.n.; Buen Retiro, 1794, nº 115).",Lienzo
2060,P007743,32,"Cesta, Cajas Y Tarros De Dulces.",1622,"Hamen y León, Juan van der",Óleo,84,105,"Colección privada, Jativa; Julio Cavestany, marqués de Moret, Madrid; Almudena Cavestany Bastida, Madrid; adquirido para el Museo del Prado como dacción de Fervisa S.A, con fondos de la herencia de Manuel Villaescusa, 2000.",Lienzo
2061,P004940,40,Imposición De La Casulla A San Ildefonso,1622,"Lanchares, Antonio de",Óleo,227,185,"Alcalá de Henares (Madrid), Colegio de los Jesuitas; Museo de la Trinidad.",Lienzo
2062,P002130,29,"Paisaje Con Mercurio Y Baco, ",1622 - 1623,"Poelenburch, Cornelis van",Óleo,42,56,"Colección Real (Alcázar de Madrid, 1666 y 1734; Palacio Real, Madrid, 1747; Palacio del Buen Retiro, Madrid, despacho del rey, 1772, nº 905; Palacio de Aranjuez, Madrid, pieza de la meridiana, 1794, nº 26; Aranjuez, pieza de vestir la reina, 1818, nº 26).",Lámina de cobre
2063,P002346,27,"El Martirio De San Lorenzo,",1622 - 1624,"Boulogne, Valentin de",Óleo,195,261,"Colección Real (Real Alcázar, Madrid, pieza inmediata de las bóvedas que cae debajo de la del despacho de verano, 1686, [nº 750]; Real Alcázar, Madrid, bóvedas bajo el despacho de verano, 1700, nº 409; Real Alcázar, Madrid, pinturas que se hallaron en las bóvedas de palacio, 1734, [nº 229]).",Lienzo
2064,P001492,44,"Diana Y Endimión Sorprendidos Por Un Sátiro,",1622 - 1627,"Dyck, Anton van",Óleo,144,163,"Colección Real (¿Real Alcázar, Madrid, cuarto bajo-pieza del despacho de verano en cuyo techo está pintado Apolo, 1700, nº 293?; ¿Real Alcázar, Madrid, cuarto nuevo de la Reina, 1703, s. n.?; ¿Real Alcázar, Madrid, Pinturas que se hallaban en las ""Bóbedas"" de Palacio, 1734, nº 191?; Palacio Nuevo, Madrid, pinturas modernas como entradas y fabricadas en el Reynado de Felipe V, 1747, nº 421; Palacio del Buen Retiro, Madrid, cuarto del infante don Luis-pinturas apeadas, 1772, nº 421; Palacio del Buen Retiro, 1794, nº 1248; Real Academia de Bellas Artes de San Fernando, Madrid, 1804, nº74; Real Academia de Bellas Artes de San Fernando, 1827, nº74; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Sala Reservada, 1834, nº52).",Lienzo
2065,P001493,37,"Policena Spinola, Marquesa De Leganés",1622 - 1627,"Dyck, Anton van",Óleo,204,130,"Colección I Marqués de Leganés, Madrid, 1652-55, nº 455; Colección Real (Alcázar de Madrid, 1734; colección de Felipe V, Quinta del duque del Arco, duodécima pieza de verano, 1745, ¿nº 388?; Quinta del duque del Arco, pieza oncena, 1794, nº 354).",Lienzo
2066,P001451,58,"Rubens, Brueghel, Lorena. El Paisaje Nórdico En El Prado, ",Hacia  1627,"Brueghel el Joven, Jan",Óleo,150,228,"Colección Real (Alcázar, Madrid, 1636; Palacio del Buen Retiro, Madrid, 1701).",Lienzo
2067,P001487,24,"El Prado En El Ermitage,",Hacia  1627,"Dyck, Anton van",Óleo,"128,7",101,"Colección Real (Palacio Real Nuevo, Madrid, primera sala de la Furriera, 1747, nº 53; Palacio Real Nuevo, Madrid, paso de tribuna y trascuartos, 1772, nº 53; Palacio Real Nuevo, Madrid, antecámara, 1794, nº 53; Palacio Real, Madrid, antecámara, 1814-1818, nº 53).",Lienzo
2068,P001857,27,El Palacio Real De Bruselas,Hacia  1627,"Brueghel el Joven, Pieter",Óleo,168,257,"Colección Real (¿Palacio Real, Madrid, antecámara de la princesa y reina de Etruria, 1814-1818, nº 67?).",Lienzo
2069,P002833,9,Obregones,Hacia  1627,Anónimo,Óleo,108,163,"Adquisición, 1941",Lienzo
2070,P000009,59,"María Magdalena De Austria-Estiria, Gran Duquesa De Toscana",Hacia  1627,"Sustermans, Justus",Óleo,77,63,Colección Real,Lienzo
2071,P000010,34,"Fernando Ii, Gran Duque De Toscana",Hacia  1627,"Sustermans, Justus",Óleo,77,63,Colección Real,Lienzo
2072,P001223,77,Libro De Descripción De Verdaderos Retratos De Ilustres Y Memorables Varones.,Después de  1622,Anónimo,Óleo,59,46,Colección Real,Lienzo
2073,P001182,6,Valona,1623; 1628,"Velázquez, Diego Rodríguez de Silva y",Óleo,198,"101,5",Colección Real,Lienzo
2074,P001438,17,Banquete De Bodas,1623,"Brueghel el Viejo, Jan",Óleo,132,269,"Colección Real (Real Alcázar, Madrid, Torre de la Reina, 1623; Real Alcázar,  Pieça grande antes de el dormitorio de su magd. que es donde cena en el quarto bajo de uerano, 1636, s.n.; Palacio de El Pardo, Madrid, 1674, nº126; Palacio de El Pardo, sala de los Rettratos, 1701, nº 126; Palacio de El Pardo, pieza décimonona, 1747, nº 156; Palacio de la Zarzuela, El Pardo-Madrid, 1794, nº126; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Salon 2º Escuela Flamenca, 1834, ¿nº362?)",Lienzo
2075,P001439,36,Baile Campestre Ante Los Archiduques,1623,"Brueghel el Viejo, Jan",Óleo,130,266,"Colección Real (Real Alcázar, Madrid, Torre de la Reina, 1623; Real Alcázar,  Pieça grande antes de el dormitorio de su magd. que es donde cena en el quarto bajo de uerano, 1636, s.n.; Palacio de El Pardo, Madrid, Sala de los Rettratos, 1701, nº 129; Palacio de El Pardo, pieza décimonona, 1747, nº 157; Palacio de la Zarzuela, El Pardo-Madrid, 1794, nº129; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Salón 2º Escuela Flamenca, 1834, ¿nº380?)",Lienzo
2076,P001520,35,La Predicación De San Juan Bautista,1623,"Francken II, Frans",Óleo,56,91,Colección Real,Tabla
2077,P001015,25,Adoración De Los Pastores,1623 - 1625,"Orrente, Pedro de",Óleo,111,162,"Colección Real (Casa profesa de San Francisco de Borja, Madrid, camarín; adquirida por Carlos III, Madrid, 1769; Palacio Real Nuevo, Madrid, paso de tribuna y trascuartos, 1772, s. n.; Palacio Real Nuevo, pieza encarnada a la derecha, 1794, s. n.; ¿Palacio Real, Madrid, [1ª] pieza de vestir, 1814-1818, s.n.).",Lienzo
2078,P001485,16,Dama Desconocida,Hacia  1628,"Dyck, Anton van",Óleo,106,75,"Colección Real (Palacio Real Nuevo, Madrid, primera sala de la Furriera, 1747, nº 70; Palacio Real Nuevo, Madrid, antecámara de su majestad, 1772, nº 70; Palacio Real Nuevo, Madrid, pieza de comer, 1794, nº 70; Palacio Real, Madrid, pieza de comer, 1814-1818, nº 70).",Lienzo
2079,P001747,41,Isabel Clara Eugenia En El Sitio De Breda,Hacia  1628,"Snayers, Peter",Óleo,200,265,"Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº 591; Palacio de Aranjuez, Madrid, segunda pieza del cuarto del príncipe, 1818, nº 591). Ingresó en el Museo en 1848.",Lienzo
2080,P000217,12,San Jerónimo,1623 - 1633,"Reni, Guido",Óleo,65,56,"Colección Real (Real Alcázar, Madrid, 1686, nº 26; Real Alcázar, 1701, nº 584; Palacio del Buen Retiro, Madrid, 1794, nº 164; Palacio Real, Madrid, cuarto del capitán de guardias, 1814-1818, nº 164)",Lienzo
2081,P005415,49,Decisión Del Pleito Entre Religiosos Y Caballeros,1624,"Leonardo, Agustín",Óleo,190,270,"Madrid, Convento de Nuestra Señora de la Merced, de mercedarios calzados, escalera principal; Museo de la Trinidad.",Lienzo
2082,P008218,41,"Bodegón Con Cesta De Uvas Y Otras Frutas,",1624,"Loarte, Alejandro de",Óleo,81,"108,8","Colección particular, Madrid; colección Plácigo Arango Arias; donación Plácido Arango Arias, 2015.",Lienzo
2083,P000210,17,Madonna De Brujas,1624 - 1625,"Reni, Guido",Óleo,"213,8","137,5",Colección Real (Enviado al Monasterio de El Escorial por Felipe IV; llevado a Francia por José Bonaparte; se trajo al Prado en 1837).,Lienzo
2084,P000539,73,"La Virgen Y El Niño, Con Santa Isabel, San Juan Bautista Y Santa Catalina",1624 - 1626,"Vouet, Simon",Óleo,182,130,Colección Real,Lienzo
2085,P001475,5,Pietà,Hacia  1629,"Dyck, Anton van",Óleo,114,100,"Colección Real (Real Alcázar, Madrid, Pinturas que se llevaron a la casa donde vivio el Marques de Bedmar, 1734, nº 860; Palacio del Buen Retiro, Madrid, Pintura entregadas en dhas. Casas Arzobispales a Dn Santiago de Bonabia, 1747, nº 860; Palacio Nuevo, Madrid, Estudio de Andrés de la Calleja, 1772, nº 860; Palacio Nuevo, Pieza de paso a la de vestir, 1794, s.n.; Palacio Nuevo, Cuarta pieza de librería, 1814-1818, s.n.; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Salón 1º Escuela Holandesa, 1834, nº 156).",Lienzo
2086,P005773,31,"Juan Bautista Maíno: 1581-1649,",Hacia  1629,"Maíno, Fray Juan Bautista",Óleo,228,124,Museo de la Trinidad,Lienzo
2087,P000064,7,Ricordo,1624 - 1662,Anónimo,Óleo,112,148,Colección Real,Lienzo
2088,P001165,41,Bodegón De Dulces Y Recipiente De Cristal,1625,"Hamen y León, Juan van der",Óleo,56,110,Museo de la Trinidad,Lienzo
2089,P002157,25,Adoración De Los Pastores,1625,"Wtewael, Joachim",Óleo,62,99,"Colección Real (Palacio de Aranjuez, Madrid, despacho y dormitorio del rey, 1818, nº 168).",Tabla
